"user_id","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","loudness","valence","mffc1.mean","mffc2.mean","mffc3.mean","mffc4.mean","mffc5.mean","mffc6.mean","mffc7.mean","mffc8.mean","mffc9.mean","mffc10.mean","mffc11.mean","mffc12.mean","mffc1.variance","mffc2.variance","mffc3.variance","mffc4.variance","mffc5.variance","mffc6.variance","mffc7.variance","mffc8.variance","mffc9.variance","mffc10.variance","mffc11.variance","mffc12.variance"
"User_64026",0.3553333333,0.1406,104.6028888889,0.0329444444,0.6413723333,0.1709794856,0.5034444444,-11.3073333333,0.3586222222,44.2493174406,-18.3526714978,-5.8755451981,-15.4213035595,15.3226918073,-20.5662276449,-11.8048668235,-4.0936682813,-3.0365831035,-1.848363967,-8.1707036164,-3.9595612893,32.762477736,2231.6151435085,1349.6100615007,1288.1354895189,690.912146702,627.1847154411,423.7494209522,469.78866041,268.2388749342,259.600218276,215.5507460321,182.2020785754
"User_312187",0.455125,0.11645,108.97425,0.0614875,0.29875,0.020022375,0.54775,-10.20325,0.348125,44.1660588533,18.0562719401,-16.0379888859,-18.1518950379,14.1454703079,-18.4451279633,-4.3587471719,-2.0303074232,-9.6866844596,-2.4761790925,-10.1365277018,-0.8528763373,43.5350312652,2009.0673724017,1516.8856915023,1470.5353844995,611.7424071342,644.9056364745,607.9055175259,506.2891883619,244.8562782882,295.4846109207,235.4923315786,222.8280442666
"User_260681",0.4793333333,0.14396,116.3052333333,0.0424333333,0.4922084,0.135776783,0.5762,-9.9543,0.4361666667,44.6786556363,-15.5218271672,-19.103716339,-12.746960435,15.2788691325,-23.0958170408,-4.2923614189,-8.5710789728,-7.0145415491,-2.541660996,-8.9832358486,0.7336336071,40.8416621372,2801.2135829752,1438.3378710644,1460.2593900285,656.1593635011,780.5869856797,450.3270790045,575.9543630337,264.6143790521,337.1242250371,246.7346068192,193.548479621
"User_1272227",0.186,0.104,153.848,0.0288,0.76,7.3e-05,0.285,-12.729,0.203,41.3931955836,-43.8175899054,-49.1912460568,-33.6683422713,46.9910630915,-29.0831135647,-15.9198580442,-9.1189495268,-1.3964132492,-4.6998343849,-7.4280141956,-1.5511876972,60.4936616047,5376.8601494745,2357.65369223,1940.464315543,630.1103893262,503.5490983694,689.487586716,557.6557257384,342.2678653677,257.8839658604,237.6827541973,225.129764832
"User_134056",0.1447125,0.115275,97.26075,0.0438875,0.861875,0.197420575,0.5,-17.56,0.25665,35.9968672047,-46.3631085535,-53.3356672518,-21.5847746075,18.2123408538,-21.4527289597,-18.9227293088,-9.9417287306,-2.71420353,-0.5017144283,-9.2621314805,3.2827576655,52.5685044936,4438.0168752582,1330.7711708934,2052.9734000558,571.8194042312,1069.3250705004,454.8523702727,680.6542654047,267.1821988591,364.9664735998,371.2965310776,169.1693364739
"User_81976",0.30243,0.13955,118.9832,0.037735,0.658511,0.0933092415,0.49645,-12.7547,0.49296,42.036857732,-3.4788836229,2.8847971964,-17.4584361738,26.2244239509,-14.7179379653,-9.4699318602,0.1410563849,-5.6118305571,-0.5062620551,-10.6110568729,2.0350159015,35.9889196326,2883.7766377152,1804.0723176656,2052.3623869436,714.3976871666,742.1030819339,598.0533787311,582.2105292002,273.5609921303,287.2821314557,301.5235079848,197.3617624302
"User_1512473",0.3726666667,0.1353333333,81.4806666667,0.0429,0.7146666667,0.0011796667,0.321,-11.8403333333,0.3012,41.1324316196,10.4852575499,19.3343822372,-11.105758446,21.0749245869,-19.8043779515,-14.1669276888,-3.3565203468,-4.3999272944,-1.7011467291,-6.3653858733,4.1546021425,72.4489091016,3145.4554117657,1743.3418625043,1039.6250321194,635.0283754613,451.2022562758,652.1834386609,407.9844489041,242.3936008655,211.7186540005,193.4704973491,219.9622952047
"User_122664",0.3803857143,0.2104571429,117.524,0.0373428571,0.7224285714,0.34853306,0.5154285714,-10.7115714286,0.2788,44.0358211394,-33.8020434659,10.3750363243,-12.96580533,22.8564217857,-22.3959475372,-1.5892872575,-0.7186671566,-5.7491513119,-4.9834074408,-7.9064167776,3.7515151328,35.6732671724,4252.8720561437,2451.3705515335,1681.5676485314,679.0773300654,587.7149118321,586.015670677,419.2328774559,347.8128650589,238.1777599532,235.8458070648,236.8494681095
"User_302318",0.3575,0.23465,125.4660833333,0.0358416667,0.6292,0.5679944408,0.4574166667,-12.488,0.290275,42.4932035969,-27.7354468486,-6.6355597608,-10.8930373846,17.2367016591,-24.7890670213,-6.3126180233,-4.9818944124,-2.9691272195,-1.7935781904,-6.8263461531,4.997494716,43.9325378493,2657.0962284129,1652.4354079497,1237.4327335519,533.7626773896,631.5365489157,540.8534033675,376.5296636822,257.618047016,232.8600495318,220.6524732441,168.8700602483
"User_1405810",0.3499,0.1289125,118.1735,0.045375,0.59355,0.090325,0.542625,-12.093625,0.252,41.0634455658,-30.9103610963,-20.625537885,-17.7419931971,29.7500274543,-17.8909175818,-11.0335684016,-2.6678950336,-1.6944607955,-1.6218250626,-10.1325818707,-0.1865410481,52.7683432242,3520.2804693569,2467.6662455394,2333.611824388,763.4066772457,881.7183350408,566.5709003975,506.7647342056,280.9380968209,273.861674273,387.3832206747,192.5621079938
