"user_id","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","loudness","valence","mffc1.mean","mffc2.mean","mffc3.mean","mffc4.mean","mffc5.mean","mffc6.mean","mffc7.mean","mffc8.mean","mffc9.mean","mffc10.mean","mffc11.mean","mffc12.mean","mffc1.variance","mffc2.variance","mffc3.variance","mffc4.variance","mffc5.variance","mffc6.variance","mffc7.variance","mffc8.variance","mffc9.variance","mffc10.variance","mffc11.variance","mffc12.variance"
"User_462732",0.7,0.252,96.803,0.1765,0.227,0,0.827,-4.604,0.7905,47.1524044219,43.3734797026,-21.8179563209,-2.1231773267,27.4607559673,-13.3341999373,-20.8918668442,0.4409782118,-6.227787532,6.1120210918,-17.700860053,-2.27785616,29.4592982939,2874.8628215518,2081.1782259743,3057.8114324267,793.1687500398,1373.0190920856,581.5548996541,997.7201708636,263.2808974092,483.4499052266,578.7639734988,187.8248355197
"User_22286",0.5091,0.15708,127.9779,0.11709,0.167186,0.184905584,0.7382,-8.9768,0.6317,44.0616721693,9.1320682621,-24.9149305687,11.3261360946,13.4355727045,-18.6950899246,-2.3386495775,0.8876213897,-8.4664857764,2.3942503494,-13.7615223647,-1.1057764868,40.0891442198,3283.4628139629,3072.949074741,3152.577824371,986.1781216484,1708.9099211141,715.4546880033,685.6744660676,344.6235924511,410.3354259909,545.8971587814,232.0891075242
"User_369663",0.589,0.1247111111,106.2998888889,0.0472777778,0.2817555556,0.0190506456,0.6451111111,-7.701,0.5618888889,46.7628587193,17.5549160636,-18.0784078511,-6.7042846477,22.3134075517,-19.4110944617,-8.5247605476,-3.6136946787,-6.6578299773,0.0218441796,-11.9158770103,-0.5775447785,43.6899549019,2802.6264443159,2119.331372228,2179.8419785878,724.1718282142,1058.9646311522,678.2773626971,768.9048179329,277.0644918966,396.6227973718,377.0512562895,196.0072519258
"User_307562",0.694625,0.2223125,121.105,0.0481875,0.2903125,0.00258464,0.6275,-6.12725,0.703875,48.6773683735,9.0543226154,-13.4374990005,-4.8936740183,20.2002782264,-21.6828123552,-3.3247500094,-2.8510184191,-8.958645475,0.5644836828,-10.7942156141,-3.5156224817,41.1923717943,2504.8954034629,1895.6966295432,1813.2045038719,733.8318626117,1118.1262064401,526.1619212455,643.1798859648,242.6692677507,384.3643906068,358.6441907211,186.7647915401
"User_457653",0.6045454545,0.1645454545,127.7233636364,0.0578454545,0.3586627273,0.0836405464,0.6624545455,-7.8703636364,0.6268636364,46.9408968487,7.5603904619,-16.302853513,-7.6627582133,22.7420088725,-19.2935805304,-7.8306737715,-2.739792208,-6.9683704798,-1.0654413278,-10.4865544666,-0.6201663241,34.0763957736,2758.888501273,1853.29552573,1998.5341258288,950.5996441248,1042.0193751865,554.3828402597,657.4323779607,300.6642704519,394.857774334,384.5819597454,204.5956427361
"User_35951",0.5991111111,0.1648555556,109.3734444444,0.2346888889,0.181579,0.2618630667,0.6174444444,-8.928,0.4189111111,45.3200002295,18.5693370292,-4.2451359217,-13.8878979206,12.0136449499,-19.6472987615,-4.4034102783,-2.2396023794,-5.1313275295,-0.6599522736,-14.4199566561,0.3050247708,30.3098329089,3383.9131548374,2406.767036472,2617.5756299746,1107.9351197741,942.1791444141,704.3911335236,608.7709841883,377.9562495302,386.3994966139,478.9012619068,213.8067524013
"User_199932",0.7262666667,0.1548266667,121.2476666667,0.1015266667,0.054366,0.238185052,0.6816,-9.2957333333,0.8301333333,45.4785125342,68.6130451791,-7.9247184528,9.2670935394,12.6060873212,-25.1453020778,0.7753329961,2.7864958268,-8.1435897337,3.2575043899,-12.6460902488,0.8975276956,32.1609332195,3062.9686078735,2374.2343985198,1828.49639165,740.3605483531,1208.2542679264,587.8639502167,617.5774517748,250.2301834089,342.105221503,382.4398892788,198.4025241496
"User_48503",0.6578888889,0.3245777778,99.8335555556,0.2452666667,0.1605444444,0.0035168278,0.7588888889,-6.7705555556,0.7556666667,46.2008515551,37.4485110806,-16.2454142383,-1.3170519095,18.3293228533,-11.1594422744,-11.4874221746,1.5520677994,-7.2943041686,2.8905649759,-16.8949959015,-2.8377368537,37.8043881787,2279.6723356271,2339.4183057167,3450.3803734121,868.7685945437,1480.1137480344,650.4006414447,852.4025769839,307.3353218627,461.8647180575,519.7099837568,223.310715023
"User_183575",0.6713333333,0.0938,97.1836666667,0.1235333333,0.353,0.34338,0.719,-8.3563333333,0.7306666667,46.6856281364,-22.4215691927,-6.4182831,-1.2370943376,27.4987034608,-26.4388323927,15.7750738476,3.6848203461,-1.5469912422,0.1684874278,-12.0441594135,3.5812086987,34.9011219772,1644.4165551889,1692.9307947619,1695.9855006742,809.4865268513,832.064356661,760.3428850179,586.7243557074,233.8150052706,295.5852550309,304.607009525,205.2364262914
"User_1532698",0.704,0.131,171.927,0.237,0.158,0.00297,0.573,-4.933,0.654,50.7903518687,21.5212096627,14.1250446673,-1.0182552416,14.8347128532,-22.3528906108,22.4126463081,3.8902342753,-4.3672023701,5.8658459435,-13.843159526,6.5723536919,18.2973789637,1767.8415845071,1854.8479291723,1777.1606699859,550.3689884403,699.1640555446,522.5992215719,756.8478230901,196.7878431086,320.0242581122,406.0329952254,278.103950873
